,idx,Review,Rating,Length
681,681,movies courage go top movies nt care stupid,1,8
682,682,target audience nt graduate junior high school,0,7
683,683,intricately structure wellrealized drama,1,4
684,684,embrace,1,1
685,685,film celluloid litmus test intellectual emotional pedigree date giant step backward director admire,0,13
686,686,meditation faith madness frailty bloodcurdling stuff,1,6
687,687,pretty listless collection,0,3
688,688,oscarsweeping franchise predecessor,1,3
689,689,almost everyone grow believe family must look like addams family everyone look,1,12
690,690,call freddy get molest dog,0,5
691,691,moody male hustler,0,3
692,692,uselessly redundant shamelessly moneygrubbing thirdrate horror sequels,0,7
693,693,film fill humorous observations general absurdity modern life see eye outsiders deftly manage avoid many condescend stereotype often plague film deal mentally ill,1,23
694,694,mostly bore,0,2
695,695,entertain mix period drama flatout farce please history fan,1,9
696,696,suspect bore watch morvern callar character,0,6
697,697,problems character reveal universal involve film well delightful cast breezy pretty gift really heart,1,14
698,698,love movie,1,2
699,699,efforts star kline lend dignity dumb story naught,0,8
700,700,flat scruffy sand titular community,0,5
701,701,liberal dose dark humor gorgeous exterior photography stablefull solid performances,1,10
702,702,badly edit often awkwardly direct suffer addition wholly unnecessary precredit sequence design give character back story,0,16
703,703,work smoothly,1,2
704,704,creepy deadon performance,1,3
705,705,might want take reality check pay full ticket price see simone consider dvd rental instead,0,15
706,706,place pantheon best swashbucklers,1,4
707,707,satisfyingly unsettle ride,1,3
708,708,good job anyone,1,3
709,709,smart complicate,1,2
710,710,intimate unguarded moments folks live unusual home,0,7
711,711,pretty valuable days,1,3
712,712,certainly laudable movie deal hotbutton issue comedic context barbershop nt funny,0,11
713,713,rip aware,0,2
714,714,beautiful watch,1,2
715,715,accentuate,1,1
716,716,quarter anyone seek pull cohesive story 2 12 hour run time,0,11
717,717,wonderful ensemble cast,1,3
718,718,endear,1,1
719,719,truly funny bits,1,3
720,720,painful,0,1
721,721,american beauty reek,0,3
722,722,clot heavyhanded symbolism dimestore psychology endless scenic shots make 105 minutes seem twice long,0,14
723,723,without sense fun energy,0,4
724,724,cat meow,1,2
725,725,simply stupid irrelevant deeply,0,4
726,726,wonderland adventure stalker thriller,1,4
727,727,part,1,1
728,728,cinema history movie ever,1,4
729,729,come renowned indian film culture allow americans finally revel splendor,1,10
730,730,accomplish oscar winners,1,3
731,731,underrate professionals deserve rarely receive,1,5
732,732,find surprise much care story,1,5
733,733,alltime low,0,2
734,734,enjoy,1,1
735,735,react feel part grand locations,1,5
736,736,deliver conviction hard carry away,1,5
737,737,colorful vibrant introduction,1,3
738,738,slow parade human frailty fascinate,1,5
739,739,famuyiwa feature deal subject matter tasteful intelligent manner rather force us endure every plot contrivance clichériddled genre offer,1,18
740,740,laugh,1,1
741,741,gradually sneak audience,1,3
742,742,photographic marvel,1,2
743,743,shockingly bad absolutely unnecessary,0,4
744,744,get vivid performances cast pull deft ally mcbealstyle fantasy sequence,1,10
745,745,result however wellintentioned ironically sort disposable kitchensink homage illustrate whole often less sum part today hollywood,0,16
746,746,every taste often funny collegiate grossout comedy go long way toward restore luster national lampoon film franchise long reduce directtovideo irrelevancy,1,21
747,747,wow factor,1,2
748,748,hashiguchi cover territory wit originality suggest fourth feature first release us major director emerge world cinema,1,16
749,749,brazillike hyperreal satire,1,3
750,750,low suspense payoff,0,3
751,751,find scathing portrayal powerful entity strangle life people want believe,1,10
752,752,absolute delight audiences,1,3
753,753,would tax einstein brain,0,4
754,754,first sign trouble,0,3
755,755,ca nt believe anyone would really buy stuff,0,8
756,756,moonlight mile strike nerve many,1,5
757,757,ever dependable concept botch execution,0,5
758,758,wed feel bite anachronistic,0,4
759,759,lose translation time,0,3
760,760,revelatory performance,1,2
761,761,pianist like surgeon mend break heart meticulously without passion,0,9
762,762,remain oddly detach,0,3
763,763,complex honest anything represent hollywood film,1,6
764,764,nifty premise,1,2
765,765,vein,1,1
766,766,wonderfully lush morvern callar pure punk existentialism,1,7
767,767,go ship leaky,0,3
768,768,earnest movie,1,2
769,769,effective enough,1,2
770,770,show us wellthought stunt car chase nt see 10000 time,1,10
771,771,make film silly scary like sort martha stewart decorate program run amok,0,12
772,772,go rapid pace,1,3
773,773,still fun enjoyable,1,3
774,774,lazy exercise bad filmmaking,0,4
775,775,thing virtually unwatchable,0,3
776,776,also undeniably exceedingly clever,1,4
777,777,would ever work mcculloch production look movie turn,0,8
778,778,entertainment destination general public,1,4
779,779,ever see constantly pull rug underneath us see things new side plunge deeper get intense,1,15
780,780,england roger mitchell handily make move please,1,7
781,781,endure strengths women,1,3
782,782,surprisingly faithful,1,2
783,783,numerous scenes,1,2
784,784,exaggerate,0,1
785,785,take really long slow dreary time,0,6
786,786,improve upon first,1,3
787,787,might make exhilarate,1,3
788,788,k19 widowmaker great yarn,1,4
789,789,humorless,0,1
790,790,thank,1,1
791,791,walk remember,1,2
792,792,bite,0,1
793,793,amount little punishment,0,3
794,794,humor recognizably plympton,1,3
795,795,likeable thank cast cuisine quirky tune,1,6
796,796,make piece story together frustrate difficult,0,6
797,797,fascinate compel story,1,3
798,798,film hero bore innocence soon become questionable kind inexcusable dumb innocence,0,11
799,799,fascinate dark thriller keep hook delicious pulpiness lurid fiction,1,9
800,800,whimsical relevant today,1,3
801,801,see,1,1
802,802,tackle difficult subject grief loss,1,5
803,803,grotesque narcissism,0,2
804,804,funny sad,1,2
805,805,arguably accomplish work date hong kong versatile stanley kwan,1,9
806,806,wear,0,1
807,807,stupid,0,1
808,808,refresh,1,1
809,809,get feardotcom like something bad clive barker movie,0,8
810,810,create brilliant motion picture,1,4
811,811,clumsy cliché ugly american,0,4
812,812,beautiful food entrée,1,3
813,813,us slice life different yet instantly recognizable,1,7
814,814,passiveaggressive psychology codependence,0,3
815,815,story end ca nt tear away character,1,7
816,816,live style,0,2
817,817,scenes cinematic perfection,1,3
818,818,love liza tale,1,3
819,819,type film grow nt see often enough days realistic urgent,1,10
820,820,first movie try smart kinda dumb,0,6
821,821,go see delightful comedy,1,4
822,822,worst sense,0,2
823,823,propel act,1,2
824,824,present us action movie actually brain,1,6
825,825,human nature goofball movie way malkovich try hard,0,8
826,826,overplay,0,1
827,827,poignant,0,1
828,828,feel capable charm mass star power popinduced score sentimental moments become spielberg trademark,1,13
829,829,visceral dangerously honest revelations men machine behind curtain planet,1,9
830,830,kirshner monroe seem contest see outbadact,0,6
831,831,mug shots,0,2
832,832,barbarism ethnic cleanse,0,3
833,833,another masterpiece,1,2
834,834,incredibly layer stylistic film,1,4
835,835,classic story,1,2
836,836,dare,1,1
837,837,wo nt feel cheat high infidelity unfaithful,1,7
838,838,haute,0,1
839,839,convey strong sense girls environment,1,5
840,840,ugly,0,1
841,841,journey span nearly three decades bittersweet camaraderie history feel truly know make holly marina tick,1,15
842,842,insight,1,1
843,843,wellintentioned effort still burden actor offbeat sensibilities earnest emotional core emerge degree accessibility,0,13
844,844,passionate tumultuous affair,1,3
845,845,kind underinspired overblown enterprise give hollywood sequels bad name,0,9
846,846,enjoyable experience,1,2
847,847,interest dare say thematically complex bowel movements longontheshelf pointandshoot exercise gimmicky crime drama,0,13
848,848,greater attention parent particularly fateful father emotional evolution two bewitch adolescents,1,11
849,849,well cram earplugs,0,3
850,850,simply tire,0,2
851,851,little nuances perhaps escape director mark romanek selfconscious scrutiny happen finally get skin,0,13
852,852,convince radiant,1,2
853,853,smart dark,1,2
854,854,emaciate flick,0,2
855,855,jim brown treat women dumb credulous unassuming subordinate subject,0,9
856,856,point things explode flame,0,4
857,857,jolt laugh audience,1,3
858,858,herald something special,1,3
859,859,nt escape rut dig last one,0,6
860,860,perfect performance,1,2
861,861,cinema verite speculation assassination john f kennedy may inspire blair witch take techniques fresh territory film never feel derivative,1,19
862,862,unsuccessful attempt movie,0,3
863,863,sometimes confuse,0,2
864,864,superlative,1,1
865,865,buy soundtrack,1,2
866,866,sharply comic surprisingly touch,1,4
867,867,soapopera quality twist last 20 minutes almost put kibosh otherwise sumptuous work bmovie imagination,0,14
868,868,change hackneyed concepts come dream romantic comedies,0,7
869,869,folly superficiality,0,2
870,870,lumber load,0,2
871,871,95minute commercial nba properties,0,4
872,872,though many guy less adorable,0,5
873,873,peel layer character may well exist paper,1,7
874,874,deadly dull,0,2
875,875,inferior,0,1
876,876,bighearted frequently,1,2
877,877,strike deep chord sadness,1,4
878,878,laugh aplenty,1,2
879,879,schaeffer nt film may work well,1,6
880,880,loud ugly irritate movie,0,4
881,881,impressive sight sound wondrous beat world offer,1,7
882,882,scorpion king ably,1,3
883,883,make pretty good team,1,4
884,884,lag badly middle lurch notveryfunny comedy unconvincing dramatics lastminute action strongly reminiscent run lola run,0,15
885,885,great combination act narrator jewish grandmother subject take us film part biography part entertainment part history,1,16
886,886,bill plympton animation master,1,4
887,887,impossible task,0,2
888,888,good way,1,2
889,889,watch make time go faster rather,1,6
890,890,best picture,1,2
891,891,lack idol energy passion detail,0,5
892,892,church meet,1,2
893,893,create emotionally complex dramatically satisfy heroine,1,6
894,894,compassionate,1,1
895,895,find character foibles timeless unique perspective,1,6
896,896,hugely entertain start finish feature fall grace still leave shockwaves,1,10
897,897,ebullient affection,1,2
898,898,somehow snag oscar nomination,0,4
899,899,manage show gentle humane side middle eastern world politics,1,9
900,900,realistic,1,1
901,901,nicely do,1,2
902,902,summer good stuff,1,3
903,903,satire easy genuinely satisfy,0,4
904,904,sustain,1,1
905,905,neither smart,0,2
906,906,fare enough creative energy wit entertain age,1,7
907,907,movie powerful provocative,1,3
908,908,time literally stop dime triessohardtobecool clockstoppers nt mean still wo nt feel like longest 90 minutes moviegoing life,0,18
909,909,sharp edge deep vein sadness,1,5
910,910,nt entirely get godard distinctive discourse still come away sense reserve existential poignancy,1,13
911,911,film sopranos gag incredibly date unfunny also demonstrate desperate makers doingitfor thecash sequel,0,13
912,912,n safe often play like milquetoast movie week blow big screen,0,11
913,913,like skip film buff get know,1,6
914,914,narrative discipline,1,2
915,915,samuel l jackson,1,3
916,916,film reason,1,2
917,917,old say go true,1,4
918,918,take 12yearold boy see picture,1,5
919,919,aim poetry end sound like satire,0,6
920,920,come close level intelligence visual splendor see film,0,8
921,921,embrace monty,1,2
922,922,hokey,0,1
923,923,assault america kneejerk moral sanctimony,0,5
924,924,hardly fun watch,0,3
925,925,get catch thrill company astonish growth,1,6
926,926,par first one,1,3
927,927,moody ooze chill heartwarming,1,4
928,928,accuracy observation work director frank novak keep film ground undeniable social realism,1,12
929,929,right place plea democracy civic action laudable,1,7
930,930,ilk,1,1
931,931,spy kid 2 island lose dream however robert rodriguez adorn familyfilm plot elegance maturity even contemporary adult movies lack,1,19
